id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,main_artist,duration_min,hot100
1TFdSG786lkY22jKsMDZ35,Clarks,55,183893,0,"['Vybz Kartel', 'Popcaan', 'Gaza Slim']","['2NUz5P42WqkxilbI8ocN76', '62DmErcU7dqZbJaDqwsqzR', '7mPRzTE0BI6QMFmWhevSog']",2012-01-23,0.631,0.802,8,-5.316,1,0.373,0.0886,0.0,0.103,0.772,101.872,4,Vybz Kartel,3.0648833333333334,False
7I2iaEOGWSfMOaTk8z4ZtD,Boomi Enna Suthudhe,42,262080,0,['Anirudh Ravichander'],['4zCH9qm4R2DADamUHMCa6O'],2012-12-15,0.347,0.584,5,-6.279,0,0.0495,0.415,0.0,0.145,0.777,79.813,4,Anirudh Ravichander,4.368,False
4pkwJYecSMiOow2VegLXok,Mundu Berri Baten Mapa,39,248640,0,['Skakeitan'],['5RfAONjrAC30CP64hGXDij'],2012-11-09,0.72,0.981,2,-3.733,1,0.0405,0.0422,1.44e-06,0.33,0.826,96.952,4,Skakeitan,4.144,False
3c7hwSOFfMa5MtYNzBLdQw,H2Oz,48,233440,0,['Mägo de Oz'],['5ZNxiPcbKgaNcBrERMpqeu'],2012-11-16,0.497,0.974,0,-2.278,1,0.0909,0.034,0.00126,0.373,0.562,139.981,4,Mägo de Oz,3.8906666666666667,False
5LM4wJx6OSykDrwB2KAkXH,Nothing in Common,33,219093,0,['Christopher'],['3zDRCqOhJXJfS2YWOEwGMC'],2012-03-19,0.792,0.715,0,-6.185,1,0.0504,0.0754,0.0,0.113,0.584,99.971,4,Christopher,3.65155,False
4K9WfO5lYNlBpBugIak98k,Du,62,174873,0,['Cro'],['3utZ2yeQk0Z3BCOBWP7Vlu'],2012-07-06,0.756,0.785,4,-6.195,0,0.0819,0.122,1.28e-06,0.0526,0.943,105.959,4,Cro,2.91455,False
20ByUIwcqVJrelRQrnmOpT,Onnum Puriyala,37,259680,0,['D. Imman'],['1QcBqYUeQ4Ux3itkdDaFi0'],2012-07-26,0.552,0.609,2,-7.07,0,0.0331,0.79,0.0,0.0681,0.447,139.911,3,D. Imman,4.328,False
4aoiyXeavDl9IYXwK7VYAo,Lovely Leitrim,31,156267,0,['Larry Cunningham'],['78PE2JmRLg9JybxizESPx3'],2012-03-02,0.526,0.361,4,-11.529,1,0.0275,0.74,0.0,0.587,0.65,80.013,3,Larry Cunningham,2.60445,False
05yJEFbbztqB2Qckq4AmQz,Out Of The Blue - Radio Edit,14,233160,0,['System F'],['2ZpwFriFFPaGFC4qYQQJ1i'],2012-09-21,0.543,0.971,7,-6.292,1,0.0389,0.000244,0.807,0.0518,0.734,140.017,4,System F,3.886,False
2xnoPV3NLescauc0ZJ1MDZ,Dance Again (feat. Pitbull),45,237267,0,"['Jennifer Lopez', 'Pitbull']","['2DlGxzQSjYe5N6G9nkYghR', '0TnOYISbd1XYRBk9myaseg']",2012-07-24,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,4,Jennifer Lopez,3.95445,False
58ZJzgPhExb5KhrEhY450V,Aku dan Dirimu (feat. Bunga Citra Lestari),46,266280,0,"['Ari Lasso', 'Bunga Citra Lestari']","['1sqYIwXAmhrcSTsYmsTFAr', '30qVSJGhPhrZLKG0H9DMA9']",2012-06-03,0.383,0.316,6,-9.153,1,0.0274,0.481,0.000108,0.0923,0.175,179.979,3,Ari Lasso,4.438,False
4E7B45OimTovLiETRzSBly,Smooth Criminal (Glee Cast Version) (feat. 2CELLOS),62,214680,0,"['Glee Cast', '2CELLOS']","['0SCbttzoZTnLFebDYmAWCm', '6Fi8CHfO8WGtu3yO8c2Mc4']",2012-08-28,0.756,0.814,0,-6.11,1,0.0437,0.632,0.00068,0.161,0.905,135.043,4,Glee Cast,3.578,False
3nGTAD9jCghw9UkP1KNlmN,Tentativas em Vão - Ao Vivo,48,182760,0,['Bruno & Marrone'],['5JXhkyafynxCvxtov7C1PV'],2012-09-10,0.565,0.948,5,-4.574,1,0.0484,0.173,0.0,0.819,0.863,176.803,4,Bruno & Marrone,3.046,False
1h0nRN3eJlBwKfn84N0SAC,Mary Mary feat. Żary / Ras Luta / Siostra Mariola,38,295547,0,"['Hemp Gru', 'Ras Luta', 'Żary', 'Siostra Mariola']","['5xT1vs5QIozPsaUdUC5UjC', '6XLnBiDZUEWHW7JsCm7nJN', '4c59nvsmrDe1m1RnHg18al', '15aFEiDTrExbjFbOgT2d24']",2012-12-15,0.768,0.793,11,-4.535,0,0.33,0.114,0.0,0.0786,0.719,156.926,4,Hemp Gru,4.925783333333333,False
3QkeREgUaIyuuuWIgZn3hh,Guide Me All the Way - Vocals Only - No Music,42,274831,0,['Maher Zain'],['6PUZZX4GCzeFS0GaDWxVwz'],2012-04-02,0.4,0.252,10,-9.478,0,0.0314,0.828,0.0,0.0957,0.436,86.112,3,Maher Zain,4.580516666666667,False
1n8rB9AhxiAvVP1E2c3yOd,Come Back...Be Here,56,223920,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2012-10-22,0.483,0.548,4,-6.291,1,0.0254,0.00471,2.01e-06,0.0997,0.217,79.926,4,Taylor Swift,3.732,False
6H96yLcXFKuBYTFEEi4Vl2,Willy's Song,57,223547,0,['Rayland Baxter'],['251UrhgNbMr15NLzQ2KyKq'],2012-08-28,0.498,0.512,1,-8.201,0,0.053,0.519,0.0,0.106,0.491,166.926,4,Rayland Baxter,3.7257833333333332,False
5oYZAxG1ZVy8lwVduEKYxe,Take Me to My Love,40,508327,0,"['Ralf Gum', 'Monique Bingham']","['2XE7Kskh4TLEcxIyNSoCwN', '2DpGG0b6Rt9q69o8Rk1DCa']",2012-09-24,0.834,0.52,10,-11.169,0,0.063,0.0604,0.0741,0.091,0.566,125.072,4,Ralf Gum,8.472116666666667,False
4IBihEaN04iwfX5I9sGFj9,Jump,51,264453,1,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2012-12-11,0.629,0.819,0,-6.181,1,0.25,0.229,0.00706,0.169,0.468,162.048,4,Rihanna,4.40755,False
0xSURLXuMZHOFXW4CVp60c,100万年の幸せ!!,40,279301,0,['Keisuke Kuwata'],['6YIqgghQqnkNne8BKQpW6v'],2012-07-18,0.58,0.935,5,-2.857,1,0.0298,0.0407,0.0,0.302,0.877,127.968,4,Keisuke Kuwata,4.655016666666667,False
5h0bpfqhRkPqmLv8PWHiBQ,Dhak Dhuk,35,302080,0,['Amit Trivedi'],['7HCqGPJcQTyGJ2yqntbuyr'],2012-09-04,0.698,0.288,11,-11.742,1,0.0394,0.786,0.000621,0.107,0.391,144.014,3,Amit Trivedi,5.034666666666666,False
0Eq3v3m9hVb8qFtgMiv3Rz,Piel de Cereza,43,304627,0,"['El Kuelgue', 'Alfredo Caseros', 'Mex Urtizberea']","['6jRUKVZllu1wtgXHbqvUmT', '0lyfMC7HJbqG0obo0Vk5t8', '2iPrKTKzQOV6F6PZOS8lMI']",2012-07-07,0.413,0.66,6,-8.309,0,0.129,0.466,0.0,0.078,0.701,200.081,4,El Kuelgue,5.077116666666667,False
12DkdqTCnykF1Nw9ln8syX,Jumpis Ønsker,34,125280,0,['Vennebyen'],['1uUNPkAYs4M2xIDoQjrB0g'],2012-09-30,0.675,0.765,1,-6.963,1,0.117,0.61,0.0,0.0807,0.969,79.737,4,Vennebyen,2.088,False
3gVRILe7XCyNakb6sy5umX,When She Says Baby,63,171120,0,['Jason Aldean'],['3FfvYsEGaIb52QPXhg4DcH'],2012-10-16,0.673,0.76,0,-5.126,1,0.0361,0.0682,0.000116,0.309,0.807,113.063,4,Jason Aldean,2.852,False
3Mp23mYjIrzKTkwcSNz9ot,難為自己,33,237173,0,['Janice Vidal'],['68gYAqni9tSrACmLCp4qoM'],2012-12-21,0.625,0.562,11,-5.785,1,0.0286,0.528,0.0,0.113,0.377,121.939,4,Janice Vidal,3.9528833333333333,False
1MMuD3VaVq7qqfvRgSrbRs,"1, 2, 3, 4",46,214274,0,['LeeHi'],['7cVZApDoQZpS447nHTsNqu'],2012-10-29,0.905,0.649,5,-4.116,1,0.0473,0.368,0.0,0.0881,0.955,115.962,4,LeeHi,3.5712333333333333,False
4i4cR7ZdFgl5r23UZilGc1,กลับมาได้ไหม,0,298547,0,"['จัสมิน', 'รวมศิลปิน (เบสท์ ออฟ เดอะ เยียร์ 2012)', 'Various Artists']","['2plY2cZ8LEPoOR9kblHcIx', '03APJ1QFw8YMMBcSMqgTAM', '0LyfQWJT6nXafLPZqxe9Of']",2012-11-15,0.472,0.387,2,-7.936,1,0.0363,0.582,0.0,0.064,0.227,159.888,4,จัสมิน,4.975783333333333,False
3cN47iuCaAAqC1VgEY05GJ,Happy New Year 2014,2,216715,0,"['PUNCH PUNCH', '미스티']","['02yHUV0hGAOiCQmWeQ7GWp', '4Xo0ckBSN8GCx4c0kuCOb8']",2012-03-26,0.686,0.822,5,-6.3,0,0.0795,0.413,0.0,0.11,0.629,122.044,4,PUNCH PUNCH,3.6119166666666667,False
4VYM9hLG6qOy3X59llsSwQ,Ya Pasó,53,224947,0,['Indios'],['49ynGmq4dpplOn1Rsiejfp'],2013-10-07,0.571,0.582,7,-10.318,1,0.0281,0.0484,1.7e-05,0.0973,0.271,90.087,4,Indios,3.7491166666666667,False
7oWIUfx3mcNtblIc4MgDHb,Low Key 2013 - Original Mix,0,268800,0,['Prime Suspects'],['5exiOAfwiSG1ee3ZADsDDA'],2013-08-19,0.553,0.967,11,-6.12,1,0.0721,0.00163,0.294,0.0547,0.589,150.021,4,Prime Suspects,4.48,False
3I8fdUwweMlXyv0AvYCoU9,"best day, best way",35,283440,0,['LiSA'],['0blbVefuxOGltDBa00dspv'],2013-10-30,0.584,0.98,8,-1.069,1,0.147,0.0905,0.0,0.36,0.733,89.911,4,LiSA,4.724,False
2KBxlv52vQFg4CfmMtcw8l,เธอมีเขา (White Flag),31,243239,0,"['ทรี ทู วัน', 'รวมศิลปิน (Kamikaze QUICK (Vol.1))']","['60iFnwLQOZh47CIfIEscjz', '09QO6yIoMd9kSUPcUGFgmN']",2013-08-22,0.592,0.756,8,-4.467,1,0.124,0.472,0.0,0.117,0.914,175.88,4,ทรี ทู วัน,4.053983333333333,False
0tStWvUMHODuLN4TIaSGab,Loops & Tings - Radio Edit,0,206267,0,"['Markus Schulz', 'Ferry Corsten']","['6OO0PboZcIWUWL7j2IyeoL', '2ohlvFf9PBsDELdRstPtlP']",2013-10-11,0.616,0.93,8,-3.966,1,0.0387,0.00128,0.0195,0.107,0.0903,132.022,4,Markus Schulz,3.4377833333333334,False
0HwekDWpTyxsa38siKbhcK,Jangan Kau Bohong (feat. New Kingz),39,241787,0,"['Fatin', 'New Kingz']","['4HeEXMr62GWTKpnqEiFOkC', '553YzuAwtxXtoeJfBawC9h']",2013-11-11,0.655,0.704,0,-4.358,1,0.0383,0.188,0.0,0.0529,0.602,91.038,4,Fatin,4.0297833333333335,False
6Oxx1SiI6AhuKxDe6IJoZo,Koirakaveri,39,167987,0,['Heikki Kuula'],['2EuQqDENk0vVonzvKya24Q'],2013-08-02,0.938,0.67,0,-6.627,1,0.0479,0.308,0.0,0.0331,0.973,100.009,4,Heikki Kuula,2.7997833333333335,False
0G6LFcC0F9Nr6W18vSyJry,Asesina,40,211840,0,['Los Palmeras'],['2Htm0q72SjGSmsy8EOIhRG'],2013-08-05,0.637,0.76,11,-3.421,1,0.0608,0.384,2.82e-06,0.0957,0.944,179.809,4,Los Palmeras,3.530666666666667,False
4s4R09MFnLOdKIWKuVMnLA,Sommer in Stubenberg,35,202053,0,['Neodisco'],['3R8R9IXF2bB3cg9xenoASL'],2013-04-23,0.725,0.642,5,-5.831,0,0.0491,0.0839,0.0,0.0879,0.941,128.015,4,Neodisco,3.36755,False
5vzaSDL8XRApnXad2wduDJ,Quando um Grande Amor Se Faz (Cantare e D'Amore) - Acústico,56,269693,0,['Eduardo Costa'],['2OUgs5INWK2UEvZ6amWiJr'],2013-08-05,0.562,0.804,2,-2.051,1,0.0749,0.334,0.0,0.276,0.479,174.008,4,Eduardo Costa,4.494883333333333,False
68lKsgBWKWfYq96O9bCXk4,Bolero,39,321587,0,['Def Tech'],['7CifQjntMwkU4kfV85zTnS'],2013-07-10,0.453,0.782,2,-5.736,1,0.054,0.171,0.0,0.0377,0.663,80.433,4,Def Tech,5.359783333333334,False
04THq9ESnlipU969vuvSJx,Close Your Eyes,58,213107,0,['Michael Bublé'],['1GxkXlMwML1oSg5eLPiAz3'],2013-04-11,0.309,0.542,7,-6.023,1,0.031,0.43,0.0,0.0954,0.237,137.39,4,Michael Bublé,3.5517833333333333,False
69kOkLUCkxIZYexIgSG8rq,Get Lucky (feat. Pharrell Williams & Nile Rodgers),76,369627,0,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']","['4tZwfgrHOc3mvqYlEYSvVi', '2RdwBSPQiwcmiDo9kixcl8', '3yDIp0kaq9EFKe07X1X2rz']",2013-05-17,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82e-06,0.072,0.863,116.049,4,Daft Punk,6.16045,False
0TeyOlQ3LXaVPa4JKXSjTm,COCK MUSIC SMART MUSIC / RAG #1,39,300133,0,['Fauve'],['3Qei3mnDY6LrmJK6sYJdxo'],2013-12-20,0.722,0.823,9,-6.721,0,0.154,0.316,8.24e-06,0.245,0.4,115.943,4,Fauve,5.0022166666666665,False
3dhozTKQVPy334c1IkMssC,คุณและคุณเท่านั้น,4,207292,0,['Tanatat Chaiyaat'],['3DD0Ldgx9oKzK7AuUh7gAJ'],2013-11-28,0.787,0.662,0,-3.594,1,0.045,0.564,0.0,0.111,0.912,106.987,4,Tanatat Chaiyaat,3.4548666666666668,False
72KRu0FpXCqGY9Emp60RBM,My Everything (2013 re-recording),48,255478,0,['Lee Min Ho'],['4xAgdnmi9y0S8evoKS2lVz'],2013-05-22,0.397,0.498,8,-6.694,1,0.0315,0.691,0.000204,0.251,0.133,135.704,5,Lee Min Ho,4.2579666666666665,False
795a7X32TBVyCbwUnr2p7T,Gli anni (feat. Cesare Cremonini),37,254447,0,['Max Pezzali'],['6FcVd3KlRxozcLl19FMXu9'],2013-06-04,0.464,0.697,7,-4.394,1,0.0277,0.159,0.0,0.112,0.406,144.184,4,Max Pezzali,4.240783333333333,False
5c0qPwD2bTqlrN9Doi61AP,Do It All Night 2k12 (feat. Carlprit & Nicco) - Video Mix,52,206733,0,"['Darius & Finlay', 'Carlprit', 'Nicco']","['1w67D3PakcxjYGt6xPnnke', '0Wj6u7zMY2dOLkJGz62bEp', '56JVNVix1HgLwxGGHnSAdq']",2013-06-07,0.696,0.901,3,-4.293,1,0.0355,0.0106,0.0,0.387,0.868,127.968,4,Darius & Finlay,3.44555,False
5snyhxAh55A2wlNRH7VVZJ,Another Love - Zwette Edit,67,394573,0,"['Tom Odell', 'Zwette']","['2txHhyCwHjUEpJjWrEyqyX', '6J2749jPHYhAZUq79rsNi0']",2013-09-27,0.87,0.554,4,-5.828,0,0.0635,0.0802,0.0739,0.115,0.462,123.998,4,Tom Odell,6.576216666666666,False
3cGMTR0B5zA3zQsVJjddtQ,Love Me Thoda Aur,53,265811,0,"['Pritam', 'Arijit Singh']","['1wRPtKGflJrBx9BmLsSwlU', '4YRxDV8wJFPHPTeXepOstw']",2013-12-09,0.53,0.557,7,-6.373,1,0.031,0.648,0.00029,0.123,0.359,86.983,4,Pritam,4.430183333333333,False
4PsiDoQ7hj9fLfcmQXGbEN,Nice,46,225813,0,['LemON'],['3B4XG3HanBgkVOybc89Q3T'],2013-11-19,0.582,0.808,0,-10.14,1,0.195,0.0583,3.44e-06,0.123,0.298,140.022,4,LemON,3.76355,False
7v4CaCsEVeZaOgZoKGRvvy,The Glow - Original Mix,0,464283,0,"['Rise', 'Fall']","['5P3AyjT8amUC5ZusReekBe', '1GtCz7dGREueLZNQi7XOgf']",2013-12-30,0.644,0.656,7,-10.351,1,0.0623,0.0262,0.882,0.0852,0.523,125.004,4,Rise,7.73805,False
5KJSI1MjQeXEBHBYMjgP41,Innum Konjam Naeram,57,313533,0,"['A.R. Rahman', 'Vijay Prakash', 'Shweta Mohan']","['1mYsTxnqsietFxj1OgoGbG', '4iA6bUhiZyvRKJf4FNVX39', '1rdQOMFFtoskDXXUVjiGo9']",2013-05-13,0.647,0.389,5,-10.35,1,0.0336,0.509,7.8e-06,0.103,0.436,134.976,3,A.R. Rahman,5.22555,False
6iDGZJolZoqGC4RBGt9MD8,Хитиновый покров,44,187744,0,['Oxxxymiron'],['1gCOYbJNUa1LBVO5rlx0jB'],2013-10-18,0.65,0.653,4,-7.902,0,0.292,0.00948,0.000121,0.455,0.295,92.907,4,Oxxxymiron,3.1290666666666667,False
0o4v6FDrH8zyuCW7iAMKcr,心內話,31,298587,0,['Fire EX.'],['7qBIgabdHdcr6NLujDxWAU'],2013-05-07,0.513,0.145,6,-13.34,1,0.0335,0.355,3.77e-05,0.106,0.211,130.183,4,Fire EX.,4.97645,False
3S37Ucoc0mlbR63aCvMtn6,瘋子 (原唱:何韻詩),26,243107,0,['Katncandix2'],['3bnBRciC7Gz8urBu9gEQAw'],2013-08-30,0.32,0.807,9,-5.978,1,0.145,0.0932,0.000711,0.719,0.376,170.236,4,Katncandix2,4.051783333333334,False
0TfOxUWy4YOe4dsZPIdUcl,Panamera Flow,37,257000,1,"['Bushido', 'Shindy']","['3c96G4d2lUOxhomM2mby5S', '5j21TGkrNEAJe3gG9VlS34']",2013-03-18,0.381,0.896,2,-5.163,1,0.414,0.0246,0.0,0.132,0.35,192.2,5,Bushido,4.283333333333333,False
6nyZQ82OI0OujbbFpo3e0K,All of Me - Live from Spotify Milan,58,291960,0,['John Legend'],['5y2Xq6xcjJb2jVM54GHK3t'],2013-11-22,0.505,0.15,8,-9.795,1,0.0439,0.833,0.0,0.0988,0.383,133.237,4,John Legend,4.866,False
5xN4mELTPNXfLMpr5PqnHX,넘버나인,49,228725,0,['T-ARA'],['1R52cwGf75yTf7I3Q0Irf8'],2013-12-04,0.756,0.835,1,-3.697,0,0.04,0.0102,2.13e-06,0.05,0.506,127.986,4,T-ARA,3.8120833333333333,False
0XQ4P1EnDxI2yhr5dGYxJL,Am Auzit,25,181072,1,['El Nino'],['01tCOipZP0bkn0LjSZ5S5i'],2013-04-30,0.71,0.712,4,-6.384,0,0.328,0.815,0.0,0.114,0.51,84.313,3,El Nino,3.0178666666666665,False
3HctK0eUKpF8oTNGR8jaOk,Year 2008 - Airwave and Michael & Levan and Stiven Rivic Remix,0,589606,1,['Suffused'],['6QZvDZ1FsDl6GMcj0x2P3E'],2013-01-15,0.621,0.691,1,-8.649,1,0.0314,2.96e-05,0.774,0.113,0.0395,127.021,4,Suffused,9.826766666666666,False
1TngPxxDUFICSLakTCRVnc,Answers - Adaro Remix,0,348476,0,['Chain Reaction'],['2voeq1SXqaRk45wpKHJhgz'],2013-12-15,0.547,0.939,8,-3.986,1,0.0568,0.00256,0.431,0.197,0.722,150.019,4,Chain Reaction,5.807933333333334,False
7GZAszpODsJUgsS1ZLPakA,你的力量,27,229354,0,['Katncandix2'],['3bnBRciC7Gz8urBu9gEQAw'],2013-08-30,0.56,0.52,3,-7.902,1,0.0492,0.773,2.54e-06,0.911,0.379,127.862,4,Katncandix2,3.8225666666666664,False
4xspsjZZOI3rKgix2vTADv,"Moongil Kaadugalae (From ""Samurai"")",44,379638,0,"['Hariharan', 'Tippu']","['2NoJ7NuNs9nyj8Thoh1kbu', '0PykiHCcDsMPRV7s67qZ1B']",2013-07-08,0.461,0.612,7,-9.549,0,0.162,0.285,0.0,0.0794,0.596,169.972,4,Hariharan,6.3273,False
2ehaUS8f3NNji1ewwp26Kp,其实,43,242207,0,['Joker Xue'],['1cg0bYpP5e2DNG0RgK2CMN'],2013-11-11,0.463,0.285,11,-11.127,1,0.0341,0.819,1.5e-05,0.0948,0.291,112.734,4,Joker Xue,4.036783333333333,False
5l2BLybj6DzBjKQXbjZk4u,Come On,0,347520,0,['Jesse Voorn'],['41na2s5fvwT7sJSfOBpSyy'],2013-01-14,0.742,0.902,8,-6.738,0,0.057,0.000178,0.789,0.0782,0.575,127.996,4,Jesse Voorn,5.792,False
6WTy4ZF2lV7Lwrd1BKUc2H,Valentina,56,200727,0,['METRICKZ'],['2P7AfQW941UU324qq2ggZf'],2013-10-10,0.644,0.905,11,-4.218,0,0.0687,0.0767,0.0,0.0652,0.727,82.5,4,METRICKZ,3.34545,False
2dniyJc4DqR2xlElHKNH6M,Kanule Kanele,42,284566,0,['Anirudh Ravichander'],['4zCH9qm4R2DADamUHMCa6O'],2013-02-21,0.485,0.549,9,-9.493,0,0.0273,0.424,3.62e-05,0.127,0.461,94.998,1,Anirudh Ravichander,4.742766666666666,False
3O51YNgaVGHrrFLXLVJxNO,Haz Llover,48,276707,0,['Jose Luis Reyes'],['77Zo41CMTIsSUP47AkNhie'],2013-05-08,0.589,0.752,0,-6.028,1,0.0299,0.0116,0.193,0.0894,0.273,143.966,4,Jose Luis Reyes,4.611783333333333,False
0mxwD3QbUfuvaQCGK6RBIO,Вороны,55,240000,0,['Нервы'],['10oSboDn5ncLNjjFIgJXm6'],2013-11-12,0.445,0.754,11,-4.6,0,0.0857,0.336,0.0,0.117,0.218,167.618,4,Нервы,4.0,False
7LdoOfaFSBX9Cy2R3NGcAx,Reverse Skydiving (feat. Anabel Englund),49,329066,0,"['Hot Natured', 'Anabel Englund']","['4aKZ8rfdsQeR7YSskFu9V3', '3ky8xBRraNNzxzXEw6Ga0c']",2013-08-30,0.915,0.461,11,-7.965,0,0.0505,0.00641,0.0595,0.0771,0.582,118.013,4,Hot Natured,5.4844333333333335,False
1jcW6AjFWRyfnTXwLlMMlJ,李白,53,274920,0,['Ronghao Li'],['0rTP0x4vRFSDbhtqcCqc8K'],2013-09-16,0.81,0.543,0,-12.257,1,0.03,0.79,5.67e-05,0.145,0.823,114.934,4,Ronghao Li,4.582,False
7bodFpazbzgVEfi5uNBD0D,The Next Ten Minutes,16,464573,0,"['Adam Kantor', 'Betsy Wolfe']","['3QQlZB2uAmz5RcvAjVmbmt', '2GpXUAHwbk1AO5h0kF4Ty1']",2013-02-10,0.235,0.197,9,-10.897,1,0.0394,0.945,0.000151,0.145,0.168,179.768,3,Adam Kantor,7.742883333333333,False
5sjoJa0YmBCCPMrBPsBMge,Departure!,69,257533,0,['Masatoshi Ono'],['2R1ubdXY4sUiDqsCtoAVUE'],2013-09-18,0.36,0.93,5,-4.748,0,0.0515,0.00765,0.0,0.0723,0.483,159.983,4,Masatoshi Ono,4.292216666666667,False
45K3uOEsbrE2Jkegqiu9sm,Newyork Nagaram,41,378021,0,['A.R. Rahman'],['1mYsTxnqsietFxj1OgoGbG'],2013-02-02,0.652,0.732,0,-8.587,1,0.0275,0.203,0.000366,0.0739,0.577,127.043,4,A.R. Rahman,6.30035,False
5OPNEGaQga9LTYZOy8JzBM,Runnin Through My Veins,6,178000,0,['Jay-Roc'],['1l4YSFn1F3fHl1rgOElb0F'],2013-10-18,0.608,0.944,7,-5.527,1,0.14,3.7e-05,0.00912,0.252,0.567,119.97,4,Jay-Roc,2.966666666666667,False
0kc7410dtKtJssJjd6MPuK,Su Kare Che,47,207093,0,['The Bilz & Kashif'],['16aFAW8bLL83CmrOEfDEx0'],2013-04-23,0.472,0.652,0,-5.978,0,0.155,0.13,0.0,0.0784,0.529,85.47,3,The Bilz & Kashif,3.45155,False
1Io6k2Nc3I6bwWOblZOK1d,因你而在,45,265733,0,['JJ Lin'],['7Dx7RhX0mFuXhCOUgB01uM'],2013-03-12,0.594,0.794,9,-4.511,1,0.0293,0.14,0.0,0.2,0.808,103.005,4,JJ Lin,4.428883333333333,False
2pjUsHGz4ZbDNjPzjcaFF9,Choose Life (feat. Joel Hilliker),1,249147,0,"['2010 Philadelphia Singers', 'Joel Hilliker']","['45RAiIUPKw06gxujoWt6Lj', '5IvX3GEWQZh5IUwTARs8XZ']",2013-04-23,0.156,0.27,2,-14.322,1,0.0358,0.965,0.086,0.209,0.161,84.939,3,2010 Philadelphia Singers,4.15245,False
66PfgiQ3aYBQFEz6xJHiai,Gummy Bear 2.0,17,179760,0,['AkaPella'],['4kj0CueR4VfUfOSgkUV94r'],2013-04-06,0.845,0.481,11,-6.498,0,0.0537,0.0121,0.000504,0.0898,0.735,128.048,4,AkaPella,2.996,False
74tFyEtQJGPKYTo9Cu2Qxz,İyileşiyorum,51,257760,0,['Sertab Erener'],['4W31XN2JH8mC54NkHdh04s'],2013-04-13,0.474,0.508,5,-4.964,0,0.0359,0.639,0.0,0.119,0.184,178.063,3,Sertab Erener,4.296,False
0nS5Sgk5fMGT8dUC1L7OvG,Postcards,59,286973,0,['James Blunt'],['7KMqksf0UMdyA0UCf4R3ux'],2013-10-16,0.723,0.617,11,-8.312,1,0.0301,0.566,0.0,0.252,0.677,100.016,4,James Blunt,4.782883333333333,False
7eoHfYckUtrTzYuQVB4quj,Without You (Mix Cut) - Original Mix,7,125213,0,"['Aly & Fila', 'Susana']","['2hL1EouqXLtBEB6JKnPF0h', '5T8x61HRsjZo0CwH1rs6Kf']",2013-12-20,0.383,0.996,3,-7.647,0,0.0646,1.96e-05,0.006,0.516,0.574,138.012,4,Aly & Fila,2.086883333333333,False
2KxHukJzTnet2wS57TjzgN,Steady as You Go,47,146810,0,['Tiz McNamara'],['15ulC0nwlKgA3hYyr4QgvS'],2013-03-26,0.702,0.368,2,-12.402,1,0.0291,0.795,2.49e-05,0.111,0.511,134.994,4,Tiz McNamara,2.446833333333333,False
7rSLSZWOvx67HWeUOBqze8,知らない,43,294396,0,['Gen Hoshino'],['1S2S00lgLYLGHWA44qGEUs'],2013-05-01,0.546,0.503,6,-6.827,1,0.024,0.0602,0.0,0.105,0.339,67.99,4,Gen Hoshino,4.9066,False
2ocsBG8GVjITjFCbgZeqXW,You,48,182316,1,['Five Finger Death Punch'],['5t28BP42x2axFnqOOMg3CM'],2013-07-26,0.564,0.981,4,-3.769,1,0.135,8.44e-05,0.0,0.141,0.427,135.996,4,Five Finger Death Punch,3.0386,False
7gjo7CYtOAcm0q8hGEHQ23,only tomorrow,53,381627,0,['my bloody valentine'],['3G3Gdm0ZRAOxLrbyjfhii5'],2013-02-02,0.354,0.49,9,-13.534,0,0.0391,0.000245,0.82,0.129,0.198,92.612,4,my bloody valentine,6.36045,False
2YHivNAfXw6rE6hdFcdCsJ,Ya se va,48,171213,0,['Los Solitarios'],['5oXtNxxScsHb1cRjqqfcMj'],2013-03-26,0.436,0.365,4,-8.501,1,0.0272,0.746,0.0,0.182,0.314,143.119,4,Los Solitarios,2.85355,False
1FxPF4pmAJBAozMQo0WmZX,Parempi mies (feat. Samuli Edelmann),36,242747,0,"['Cheek', 'Samuli Edelmann']","['5ZZqIQ25HQmufjjf2trwFO', '1Z6uN0tVLoKb8RIqHQzdSu']",2013-09-02,0.645,0.675,4,-6.456,0,0.117,0.345,0.0,0.111,0.648,160.274,4,Cheek,4.0457833333333335,False
4g2L76DbaEFh703xmeOgWj,Weeds (Original Mix) - Best Of 2011,0,387657,0,['Reset Robot'],['7hmPLllWGkE1X101Wv4vb3'],2013-11-04,0.822,0.85,8,-6.888,1,0.112,0.000429,0.692,0.095,0.333,123.99,4,Reset Robot,6.46095,False
6UuBnxZ2aX24lsicMh0nDe,Kołysanka dla Okruszka,36,159120,0,['Kołysanki Dla Maluszka'],['52LGcAcZnOkLnIJMZ6JuE7'],2013-05-21,0.575,0.0671,10,-22.276,1,0.0541,0.992,0.925,0.159,0.444,179.967,4,Kołysanki Dla Maluszka,2.652,False
